Name,ShortName,StartDate,City,Country,ExternalUrl
The 6th CSIG Chinese Conference on Media Forensics and Security,ChinaMFS2025,2025-11-21T08:00:00Z,Haikou,China,https://meeting.csig.org.cn/ChinaMFS2025
"The International Conference on Technology, Innovation and Management, 2025",ICTIMBION2025,2025-11-22T08:00:00Z,Tangerang,Indonesia,https://online.binus.ac.id/ictim
21st Annual NeuroMusic Conference,NeuroMusic2025,2025-11-21T05:00:00Z,Hamilton,Canada,https://www.neuromusic.ca
INTERNATIONAL CONFERENCE ON COMPUTATIONAL ENGINEERING AND INTELLIGENT SYSTEMS,ICCEIS2025,2025-11-20T23:00:00Z,Online,Algeria,https://icceis2025.org/home.html
7th International Conference on Information and Communication Technology for Development for Africa,ICTDA2025,2025-11-20T21:00:00Z,Bahir Dar,Ethiopia,https://ict4daconf.org
Graduate Student Conference,GSC2025,2025-11-20T21:00:00Z,Istanbul,Turkey,https://ogrenci.imo.org.tr/index-eng.html
2nd National Couple and Family Therapy Congress,CFTC2025,2025-11-20T21:00:00Z,Balıkesir,Türkiye,https://ciftveaileterapisikongresi.com
International Conference on Islamic Psychology and Wellbeing Sustainable Development,ICIP2025,2025-10-24T19:00:00Z,Lahore,Pakistan,https://icipwsd.org
"2025 5th International Symposium on Electrical, Electronics and Information Engineering",ISEEIE2025,2025-11-20T16:00:00Z,Taizhou,China,http://www.iseeie.org
"2025 5th International Conference on Energy Evolution and Power Engineering: Transition, Intelligence and Autonomy",CoEEPE2025,2025-11-20T16:00:00Z,Wuhan,China,http://www.coeepe.org
Chinese Conference on Biometric Recognition 2025,CCBR2025,2025-11-20T16:00:00Z,Nanchang,China,https://ccbr99.cn/
2025 International Conference on Frontiers Technology in Circuits and Systems,FTCS2025,2025-11-20T16:00:00Z,Chongqing,China,https://ic-ftcs.org/
" 2025 5th International Conference on Industrial Automation, Robotics and Control Engineering  ",IARCE2025,2025-11-20T16:00:00Z,Chongqing , China,http://www.iarce.org
"8th International Conference on Emerging Technologies in Computer Engineering: Advances in Computing, Healthcare and Smart Systems",ICETCE2025,2025-11-21T08:00:00Z,Jaipur,India,https://icetce.skit.ac.in
2nd International Conference on Information Technology and Intelligence,ITI2025,2025-11-21T08:00:00Z,Agartala,India,https://scrs.in/conference/iti2025
2nd International Conference on Smart Systems and Wireless Communication,SSWC2025,2025-11-21T08:00:00Z,Kalyani,India,https://www.jiscollege.ac.in/sswc2025/
2025 Seventh Doctoral Symposium on Intelligence Enabled Research,DOSIER2025,2025-11-21T08:00:00Z,KOLKATA,INDIA,https://dosier.drsiddhartha.net/index.html
"The 3rd International Conference on Security and Information Technologies with AI, Internet Computing and Big-data Applications ",SITAIBA2025,2025-11-20T08:00:00Z,New Taipei,Taiwan,https://sitaiba-2025.esam.io/
International Conference on Transformative Applied Research 2025,ICTARconf2025,2025-11-22T08:00:00Z,Homagama,Sri Lanka,https://ictar.nsbm.ac.lk/
4th INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES IN DATA MINING AND INFORMATION SECURITY,IEMIS2025,2025-11-20T08:00:00Z,Vancouver,Canada,https://iemis.ai/
"19th Annual Conference on Asian Studies: Truths, Tensions, Technologies",ACAS2025,2025-11-21T08:00:00Z,Olomouc,Czech Republic,https://acas.upol.cz/
The 2025 IEEE International Conference on Advanced Technologies in Supply Chain Management ,ATSCM2025,2025-11-21T08:00:00Z,FEZ,Morocco,https://atscm2025.encg.usmba.ac.ma/html/index.html
International Conference on Innovative Engineering and Computational Technologies,ICIECT2025,2025-11-20T08:00:00Z,Mandsaur,India,https://meu.edu.in/iciect-2k25/
International Conference on Emerging Trends in Computer and communications ,ICETCC2026,2025-11-21T08:00:00Z,BENGALURU ,INDIA,https://icetcc.com/
"IEEE Conference on Biomedical Engineering, Computer and Information Technology for Health 2025",BECITHCON2025,2025-11-21T08:00:00Z,Dhaka,Bangladesh,https://becithcon.org/2025/
International Conference on Engineering Technologies-2025,ICENTE2025,2025-11-20T08:00:00Z,Konya,Türkiye,https://icente.selcuk.edu.tr
Theoretical and practical research of young scientists 2025,TPRYS2025,2025-11-19T08:00:00Z,Kharkiv,Ukraine,https://web.kpi.kharkov.ua/masters/language/en/
7.National 4.International Health Services Congress,inhsc2025,2025-11-21T08:00:00Z,Isparta,Turkey,http://inhsc.sdu.edu.tr
Encontro de Tipografia / Typography Meeting,ET2025,2025-11-21T00:00:00Z,Vila do Conde & Póvoa de Varzim,Portugal,https://15et.esmad.ipp.pt/
5th Tunisian-Algerian Conference on applied Computing,TACC2025,2025-11-19T23:00:00Z,Sousse,Tunisia,https://www.redcad.tn/events/tacc2025/
Emerging Technologies for Next Generation Learning and Education Spaces,COROLLA2025,2025-11-20T21:00:00Z,Bali,Indonesia ,https://conference.yayasancec.or.id/confer4/
5th International Conference on Advancement in Electronics & Communication Engineering 2025,AECE2025,2025-11-20T18:30:00Z,GHAZIABAD,INDIA,https://aece2025.rkgitedu.in/
"National Conference on SustainTech 2025: Innovation, Integration, and Intelligence for a Sustainable Future",SustainTech2025,2025-11-20T18:30:00Z,Pune,India,https://engg.dypvp.edu.in/sustainTech2025/Default.aspx
International Conference on Computational Technologies for Research in Data Analytics ,ICCTRDA2025,2025-11-20T18:30:00Z,Da Nang,India,https://www.iccrda-conf.com
2nd International Conference on Advanced Computing and Emerging Technologies (ACET),ACETconf2025,2025-11-20T18:30:00Z,GHAZIABAD,INDIA,https://acet.akgec.ac.in/home
International Conference on Computational Technologies and Electronics - 2025,ICCTE2025,2025-11-19T18:30:00Z,"Siliguri, Dist-Darjeeling",India,https://www.iccte.in/
 2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),CSITSS2025,2025-11-19T18:30:00Z,Bangalore,India,https://csitss.ieee-rvce.org/
2nd International Conference on AI for a Sustainable Future (ICAISF-2025),ICAIS2025,2025-11-20T18:30:00Z,Dehradun,India,https://icaisf.uudoon.in/index.php
IEEE International Conference on Innovate for Humanitarian: Tech Solutions for Global Challenge,ICIH2025,2025-11-20T18:30:00Z,Indore,India,http://aitr.ac.in/ICIH-2025/
 International Conference on Computational Algorithms and  Communication Techniques in Engineering Applications,ICCAT2025,2025-11-20T18:30:00Z,Anantapuram,India,https://iccat2025.pvkkit.ac.in/
National Conference on Development of Clean Energy Technologies for Net Zero Emissions,NCCE2025,2025-11-19T18:30:00Z,DEHRADUN,India,https://ncce.geu.ac.in/
International Conference on Sustainability Circularity Outreach and Policy for Environment,SCOPEIITK2025,2025-11-19T18:30:00Z,Kanpur,INDIA,https://www.iitk.ac.in/oa/events/2025-26/SCOPE-2025/
"International Conference on Signal Processing, Information, Communication and Systems 2025",SPICSCON2025,2025-11-20T18:00:00Z,Rajshahi,Bangladesh,https://spicscon.org/2025/
2025 International Conference on Intelligent Systems and Pioneering Innovations in Robotics and Electric Mobility (2025 INSPIRE),INSPIRE2025,2025-11-20T08:00:00Z,Moodabidre,India,https://mite-inspire2025.netlify.app/
International Conference on Sustainable Technologies and Advanced Research,ISTAR2025,2025-11-19T08:00:00Z,Dubai,United Arab Emirates,https://istarbpdc.com/
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN ENGINEERING-ICRAE2025,ICRAE2025,2025-11-20T08:00:00Z,JAIPUR,RAJASTHAN,https://icrae2025.poornima.org/
2nd International Conference on Innovations in Data Science (ICIDS),ICIDS2025,2025-11-20T08:00:00Z,Jaipur,India,https://icids.in/
Information Technology and Implementation - 2025,ITIconf2025,2025-11-20T08:00:00Z,Kyiv,Ukraine,http://iti.fit.univ.kiev.ua/en/home-2/
The 8th International Annual Meeting on STEM Education (IAMSTEM) 2025,IAMSTEM2025,2025-11-20T08:00:00Z,Surin,Thailand,https://iamstem.srru.ac.th/
"IEEE International Conference on Power, Electrical, Electronics and Industrial Applications 2025",PEEIACON2025,2025-11-20T08:00:00Z,Dhaka,Bangladesh,https://peeiacon.org/2025/
"5th International Conference on Design, Research and Development",RDCONF2025,2025-11-20T08:00:00Z,ISTANBUL,TÜRKİYE,https://rdconf.com/
First DCEA Research Tournament ,TIDCEA2025,2025-11-03T08:00:00Z,Guanajuato,Mexico,https://www.defugto.org/torneodeinvestigaciondcea
2025 21st International Symposium on Biomedical Image Processing and Analysis (SIPAIM),SIPAIM2025,2025-11-19T05:00:00Z,Pasto,Colombia,https://sipaim.org/
2025 Themed Experience and Attractions Academic Symposium,TEAAS2025,2025-11-21T05:00:00Z,"Orlando, Florida",United States of America,https://teaacademicsociety.org/our-symposium/
The 2nd International Symposium on Green Technologies and Applications,ISGTA2025,2025-11-19T00:00:00Z, -,- ,https://isgta-conf.org/
The Second International Symposium on Green Technologies and Applications,ISGTA2024,2025-11-18T23:00:00Z,Portalegre,Portugal,https://isgta-conf.org
Discovering the Future of Materials,DFM2025,2025-11-19T23:00:00Z,Djelfa,Algeria,https://www.univ-djelfa.dz/?p=30641
2nd International Conference on Artificial Intelligence and Emerging Technologies 2.0 (AISUMMIT 2025): Global AI Summit 2025,GlobalAISummit2025,2025-11-18T18:30:00Z,Greater Noida,India,https://www.bennett.edu.in/aisummit2025
2nd International Conference on Hybrid Intelligence: Theories and Applications,HITA2025,2025-11-19T18:30:00Z,"Cuttack, Odisha",INDIA,https://hita.stemrs.in/
Fourth International Conference on Smart Technologies and Systems for Next Generation Computing ICSTSN 2025,ICSTSN2025,2025-11-19T18:30:00Z,Villupuram,India,https://icstsn2025.ifet.ac.in/
25th ICTer International Conference,ICTer2025,2025-11-17T18:30:00Z,Colombo,Sri Lanka,https://icter.lk
5th International Conference on Computational & Experimental Methods in Mechanical Engineering,ICCEMME2025,2025-11-19T18:30:00Z,Greater Noida,India,https://www.glbitm.org/iccemme-2025/
International Conference on Emerging Trends in Electronic Devices and Computational Techniques,EDCT2025,2025-11-19T18:30:00Z,Kolkata,India,https://gnit.ac.in/edct2025/
2025 International Conference on Sustainable Technology in Energy and Power Systems (STEPCon2025),STEPCon2025,2025-11-19T18:30:00Z,Kolkata,India,https://www.nit.ac.in/stepcon/
Horizon Interdisciplinary Research Symposium (HIRS2025),HIRS2025,2025-11-18T18:30:00Z,Malabe,Sri Lanka,https://www.horizoncampus.edu.lk/hirs
2025 The 13th International Conference on Awareness Science and Technology,iCAST2025,2025-11-18T17:00:00Z,Yogyakarta,Indonesia,https://icast2025.uksw.edu/
The Healthovation Conference 2025,THC2025,2025-11-18T13:00:00Z,Melbourne,Australia,https://uat.healthovation.com.au/conference2025/
4th International Conference on Water and Environmental Engineering,iCWEEconf2025,2025-11-18T13:00:00Z,Sydney,Australia,https://icwee.net.au
2025 International Geomechanics Conference (IGS),IGS2025,2025-11-17T08:00:00Z,Al Khobar,Saudi Arabia ,https://www.igsevent.org/call-for-abstract/
9th SLAAI International Conference on Artificial Intelligence (SLAAI-ICAI 2025),SLAAIICAI2025,2025-11-19T08:00:00Z,Colombo,Sri Lanka,https://slaai.lk/icai/2025/
ROSCon Fr 2025,ROSConFR2025,2025-11-17T08:00:00Z,Strasbourg,France,https://roscon.ros.org/fr/2025/
ROSCon FR & DE 2025,ROSConFRDE2025,2025-11-17T08:00:00Z,Strasbourg,France,https://roscon.ros.org/de/2025/
The 6th International Conference on Power Electronics and their Applications,ICPEA2025,2025-11-18T08:00:00Z,Ghardaïa ,Algeria ,https://conference.univ-djelfa.dz/icpea25/
The 5th International Conference on Applied Automation and Industrial Diagnostics,ICAAID2025,2025-11-18T08:00:00Z,Ghardaïa,Algeria,https://conference.univ-djelfa.dz/icaaid25/
Education in the Age of Artificial Intelligence: Toward an Advanced Future,EAAI2025,2025-11-19T08:00:00Z,Zawia,Libya,https://rcc.zu.edu.ly/conferences/ceit?fbclid=IwY2xjawLjXbdleHRuA2FlbQIxMQABHn5DjuBMewLi7GwFAx5BcsV-prP0CB9MQZISWt66KPkV8nAqg
"10th International Conference on Digital Technologies in Education, Science and Industry",DTESI2025,2025-11-19T08:00:00Z,Almaty,Kazakhstan,https://dtesi.iitu.edu.kz/index.html
Digital Convergence in Economic,DCES2026,2025-09-25T08:00:00Z,Ho Chi Minh City,Vietnam,https://www.dcest.org/
3rd International Conference on Computing and Advances in Information Technology,ICCAIT2025,2025-11-17T23:00:00Z,Zaria,Nigeria,http://www.iccait.com.ng
First International Conference on Smart Applications 2025,ICSA2025,2025-11-17T23:00:00Z,Constantine,Algeria,https://icsa2025.misc-lab.org
International conference on Augmenting Artificial-Human Intelligence ,ICAAHI2025,2025-11-18T21:00:00Z,Kendari,Indonesia,https://www.icaahi.com/
The 1st International Workshop on AI for Software Modernization,aism2025,2025-11-15T18:30:00Z,Seoul,South Korea,https://aism25.github.io/aism25/
1st National Multidisciplinary Seminar on Sustainable Technologies and Innovation,MEEBIA2025,2025-11-18T08:00:00Z,Bouira,Algeria,https://sites.google.com/univ-bouira.dz/meebia/accueil
1er Séminaire National sur le thème:  Maintenance et Sécurité Industrielle au Service de l'Entreprise ,MASE2025,2025-11-18T08:00:00Z,Tlemcen,Algeria,https://sites.google.com/view/mase2025
20th International Conference on Emerging Technologies (ICET-25),ICETUET2025,2025-11-18T08:00:00Z,Peshawar,Pakistan,https://www.uetpeshawar.edu.pk/icet/
"3rd International Conference on , Emerging Trends in AI and Computational Technologies",ICONEST2025,2025-11-18T08:00:00Z,Tuban,Indonesia ,https://iconest.info/
"1st National Seminar On Innovative Materials, Construction and Environment",NSIMCE2025,2025-11-17T23:00:00Z,Skikda,Algeria,http://nsimce.enset-skikda.dz/
4th International Conference on Recent Trends in Advanced Sciences and Computing,ICRTASC2025,2025-11-16T18:30:00Z,Sehore,India,https://vitbhopal.ac.in/icrtasc-2025/
"National Conference on Integrating Technologies, Ideas and Disciplines for Engineering Innovation",NCITIDE2025,2025-11-17T18:30:00Z,Delhi,India,https://www.ncitide-msit.in/
IEEE International Conference on Distributed Ledger Technologies (IEEE ICDLT),IEEEICDLT2025,2025-11-05T08:00:00Z,Pune & Lisbon,India & Portugal,https://ieeeicdlt.org
"International Conference on Computational Engineering, Sensing Technology and Management ICCETM2025",ICCETM2025,2025-11-18T08:00:00Z,Western Sydney,Australia,https://amity.edu/iccetm2025/default.asp#
2025 Principle and practice of data and Knowledge Acquisition Workshop,PKAW2025,2025-11-17T08:00:00Z,Wellington,New Zealand,https://pkawwebsite.github.io/2025/
3rd International Conference Advancing Research in Social Sciences,ICARSS2025,2025-11-17T08:00:00Z,Islamabad,Pakistan,https://icarss2025.aiou.edu.pk/
"2nd Workshop on Mathematical Modeling, Analysis and Simulation of Real-World Problems",MMASFALL2025,2025-11-17T08:00:00Z,Zonguldak,Türkiye,https://mmas.beun.edu.tr
3rd International Conference of Library & Technology on Artificial Intelligence and Humanities in Library and Education 4.0 (AIHLE- 2025),AIHLE2025,2025-11-06T18:30:00Z,Dehradun,India,https://aihle.uudoon.in/index.php
"ICAIF-2025 Workshops, Tutorials and Competitions",ICAIFWTC2025,2025-11-14T16:00:00Z,Singapore,Singapore,https://icaif25.org/
International Conference on Electrical Engineering and its Applications,ICEEA2025,2025-11-16T08:00:00Z,Guelma,Algeria,https://www.univ-guelma.dz/iceea25/
"International Conference on , Emerging Trends in AI and Computational Technologies",ICONEST2024,2025-11-15T21:00:00Z,Tuban,Indonesia,https://iconest.unirow.ac.id
6th ACM International Conference on AI in Finance,ICAIF2025,2025-11-13T17:00:00Z,Singapore,Singapore,https://icaif25.org
2025 3rd Power Electronics and Power System Conference,PEPSC2025,2025-11-13T08:00:00Z,Kuala Lumpur,Malaysia,https://www.pepsc.org/
2025 8th International Conference on Data Science and Information Technology (DSIT 2025),DSIT2025,2025-11-14T08:00:00Z,Beijing,China,https://www.dsit2025.net/
"International Conference on Intelligent Technologies for Engineering, Computing Science",ICITECS2025,2025-11-15T08:00:00Z,Narasaraopeta,INDIA,https://cnfer.co.in/
2025 International Conference on Intelligent Vehicles,ICoIV2025,2025-11-14T08:00:00Z, Xi'an,China,http://www.icoiv.org
17th International Conference on Intelligent Human-Computer Interaction,IHCI2025,2025-11-14T08:00:00Z,Jaipur,India,https://ihciconference.org/
2025 5th International Conference on Networking Systems of Al,INSAI2025,2025-11-15T08:00:00Z,Shenzhen,China,https://insai2025.ainsai.org
3rd International Conference on Recent and Innovative Results in Engineering and Technology ICRIRET 2025,ICRRT2025,2025-11-15T08:00:00Z,Konya,Turkey,https://as-proceeding.com/index.php/icriret/home
3ème Conférence Nationale ,CNTA2025,2025-11-14T23:00:00Z,,,
2025 4th International Symposium on Computing and Artificial Intelligence,ISCAI2025,2025-11-13T16:00:00Z,Xi'an,China,http://www.iscai.org
2025 International Conference on Smart Transportation and Future Mobility ,CSTFM2025,2025-11-13T16:00:00Z,Beijing, China ,http://www.cstfm.org
The 6th Student Symposium on ICT,SSICT2025,2025-11-14T08:00:00Z,Ho Chi Minh,Vietnam,https://ssict.hcmus.edu.vn/
International Conference on Sustainable Energy and Intelligent Systems. *** Hybrid Conference ***,ICSEIS2025,2025-11-13T08:00:00Z,Errachidia,Morocco,https://icseis25.github.io/icseis25/
14th International Conference on System Modeling & Advancement in Research Trends  SMART(2025),SMART2025,2025-11-14T08:00:00Z,Moradabad,India,https://www.smart2025.tmu.ac.in
2025 Second International Conference for Women in Computing,INCOWOCO2025,2025-11-14T08:00:00Z,Pune,India,https://incowoco.com/
4th Int'l Conference on Artificial Intelligence over Infrared Images for Medical Applications,AIIIMA2025,2025-11-15T08:00:00Z,Online to encourage more submissions,Online to encourage more submissions,https://sites.google.com/niramai.com/aiiima
2nd International Conference on Recent Advances in Science and Technology,2ndICRAST2025,2025-11-14T08:00:00Z,Rajshahi,Bangladesh,https://csa.ru.ac.bd/science/conf2nd/
"International Conference on Power, Control and Communication Infrastructure 2025",ICPCCI2025,2025-11-14T08:00:00Z,Ahmedabad,India,https://iitram.in/icpcci25/
DOWN TO EARTH 2025,DTE2025,2025-11-13T08:00:00Z,MAJITAR,INDIA,https://dte25.in/
"6th International Conference on Data Science, Computation and Security ",IDSCS2025,2025-11-14T08:00:00Z,Bangalore,India,https://www.tssrf.co.in/IDSCS-2025.php
5th International Conference on Engineering Mathematics and Computing ,ICEMC2025,2025-11-13T08:00:00Z,Haldia,India,https://hithaldia.co.in/icemc2025/index.php
3rd International Conference on Sustainable Experimentation and Modelling in Civil Engineering,SEMCE2025,2025-11-14T08:00:00Z,Jalandhar,India,https://www.lpu.in/conferences/semce/
"Scientific and Practical Conference ""Science & Research Methodology – 2025""",SRM2025,2025-11-14T08:00:00Z,Cherkasy,Ukraine,https://pmkt.chdtu.edu.ua/scientific-research-methodology/
2nd International Workshop on Digital and Intelligence Systems Engineering,WDISE2025,2025-11-12T23:00:00Z,El Jadida,Morocco,https://wdise-conf.org
2nd International Conference on Intelligent Systems for Cybersecurity (ISCS) 2025,ISCSconf2025,2025-11-13T18:30:00Z,Gurugram,India,https://iscs2025.ncuindia.edu/
International Conference on Digital Innovations for Sustainable Solutions,ICDISS2025,2025-11-13T18:30:00Z,Faridabad,India,https://manavrachna.edu.in/icdiss/
2025 International Conference on Advances in NextGen Computer Science,ICANCS2025,2025-11-13T18:30:00Z,Bangalore,India,https://sites.google.com/view/icancs-2025/
Second International Conference on Smart System for Integrated Computing And Communication-ICSSICC-25,ICSSICC2025,2025-05-29T18:30:00Z,"Coimbatore, Tamilnadu",India,https://conference.psgcare.org//index.html
International Conference on Libraries and Emerging Technologies for Smart Knowledge Ecosystems,ICLET2025,2025-11-13T18:30:00Z,Jaipur,India,https://iclet2025.poornima.org/
1st INTERNATIONAL SPACE CONVENTION (ISC) and 4th NATIONAL SPACE CONVENTION (NSC) ,ISCNSC2025,2025-11-12T18:30:00Z,"Dehradun, Uttarakhand",India,https://www.upes.ac.in/events-and-activities/national-space-convention-conference
International Conference on Recent Trends in Advanced Computing ,ICRTAC2025,2025-11-13T18:30:00Z,Serdang,Malaysia,https://www.icrtac.org/
Networking Embedded Wireless System (NEWS 2025),NEWS2025,2025-11-13T18:30:00Z,Bengaluru,INDIA,https://bmsce.ac.in/news2025/index.php
International Conferance on Cutting Edge Technologies in Advanced Computing,ICCETAC2025,2025-11-13T18:30:00Z,"Karad, Maharashtra",India,http://www.iccetac.in/
The 8th International Conference on Sustainable Economic Development and Business Management: Opportunities and Challenges in Global Frontier Markets,SEDBM2025,2025-11-12T17:00:00Z,Hanoi,Vietnam,https://sedbm2025.hvtc.edu.vn/
Second International Conference on Engaged Learning and Innovative Teaching in Higher Education 2025,ELITE2025,2025-11-12T08:00:00Z,hong kong,Hong Kong SAR,https://www.twc.edu.hk/en/twc/Teaching_and_Learning/CITL/ELITE/page/ELITE2025CFP
The 17th National Conference of Information Technology,NCIT2025,2025-11-12T08:00:00Z,Phuket,Thailand,https://ncit2025.computing.psu.ac.th/
"1st IEEE International Conference on Application of Information Technologies in Engineering, Management and Science (ICAI-TEMS)",ICAITEMS2025,2025-11-11T08:00:00Z,Cosenza,Italy,https://icai-tems.eu/
3rd National Conference on Computing and Educational Innovation,CONACIE2025,2025-11-12T08:00:00Z,Mazatlán,México,https://uas-ca295.com/conacie25/
International Research Conference of The Open University of Sri Lanka 2025,IRCOUSL2025,2025-11-13T08:00:00Z,Colombo,Sri Lanka,https://ours.ou.ac.lk/
Third Ibero-American Symposium of Master and Doctorate in Artificial Intelligence,SIMDIA2025,2025-11-13T08:00:00Z,Asunción,Paraguay,https://www.iberamia.org/iberamia/simdia/simdia2025/
Innovative Teachers Awards URJC 2025,PDI2025,2025-11-14T08:00:00Z,Móstoles,Spain,https://cied.urjc.es/innovacion/semana-de-la-innovacion-docente/premio-docentes-innovadores-2025
"7th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency",SUMMA2025,2025-11-12T08:00:00Z,Lipetsk,Russia,https://summa.stu.lipetsk.ru/
Recent Innovations in Science and Engineering 2025,RlSE2025,2025-11-14T08:00:00Z,Bhopal,India,https://oriental.ac.in/oist-bhopal/rise-2k25
R Day - Third national meeting of R users,RDay2025,2025-11-14T05:00:00Z,Medellín,Colombia,https://rday-colombia.github.io/2025
"6th Workshop on Secure IoT, Edge and Cloud systems (SIoTEC) 2025",SIoTEC2025,2025-11-10T03:00:00Z,Seoul,South Korea,https://siotec.netsons.org/2025/index.html
23rd International Conference on Software Engineering and Formal Methods (SEFM 2025),SEFM2025,2025-11-09T23:00:00Z,Toledo,Spain,https://sefm-conference.github.io/2025/
XVII Jornadas de Ingeniería Telemática (JITEL2025),JITEL2025,2025-11-11T23:00:00Z,Cáceres,Spain,https://eventos.unex.es/128794/detail/xvii-jornadas-de-ingenieria-telematica-jitel-2025.html
25th International Conference and 45th Annual General Meeting of the Nigerian Institution of Agricultural Engineers (ILORIN2025),ILORIN2025,2025-11-09T23:00:00Z,Ilorin,Nigeria,http:// https://niae.net/1/ilorin2025/
International Conference on Engineering & Computing Technologies 2025,ICECT2025,2025-11-12T19:00:00Z,Islamabad,Pakistan,https://numl.edu.pk/icect/
3rd INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN COMPUTATIONAL TECHNIQUES-2025,ICRACT2025,2025-11-12T18:30:00Z,Navi Mumbai,India,https://www.amity.edu/mumbai/icract2025/#
First International Conference on Advances in Artificial Intelligence for Society,ICA2S2025,2025-11-12T18:30:00Z,Ajman,UAE,https://www.ica2s.com/
First International Conference on Advanced Materials and Sustainable Technologies,ICAMST2025,2025-11-12T18:30:00Z,Bangalore,INDIA,https://nitte.edu.in/nmit/ICAMST/
Industry Academia & Research Conclave 2025,IARC2025,2025-11-12T18:30:00Z,Sohra,India,https://iarc.nitm.ac.in/home/
The 1st International Workshop on Retrieval-Driven Generative AI & ScienceON AI Challenge 2025,RDGENAI2025,2025-11-09T15:00:00Z,Seoul,Korea,http://203.250.216.199/
Human-Centric AI :  From Explainability and Trustworthiness to Actionable Ethics,HCAI2025,2025-07-20T15:00:00Z,Seoul,South Korea,https://xai.kaist.ac.kr/Workshop/hcai2025/
THE 10th SMART CITY APPLICATIONS International Conference,SCA2025,2025-11-11T08:00:00Z,Tangier,Morocco,https://sca.medi-asd.org/
The 45th Annual NANO Testing Symposium,NANOTS2025,2025-11-11T08:00:00Z,Osaka,Japan,https://inanot.sakura.ne.jp/nanots/en/
International Conference of Artificial Intelligence and Its Applications 2025,ICONAI2025,2025-11-12T08:00:00Z,Kuala Lumpur,Malaysia,https://fai.utm.my/iconai2025/
11th International Conference on Control Engineering & Information Technology (CEIT-BKK'2025),CEITBKK2025,2025-11-11T08:00:00Z,Bangkok,Thailand,https://www.conf-event.com/CEIT-BKK.html
"7th International Conference on Innovation in Business, Economics & Marketing Research (IBEM - 2025)",IBEM2025,2025-11-11T08:00:00Z,Bangkok,Thailand,https://www.conf-event.com/IBEM.html
International Research Conference of SLTC 2025 ,SLTCIRC2025,2025-11-12T08:00:00Z,Colombo,Sri Lanka,https://irc.sltc.ac.lk/
The Fifth International Congress on  Operators Theory and Applied Mathematics,CITOMA2025,2025-11-11T08:00:00Z,El Oued,Algeria,https://citoma5.univ-eloued.dz/
IEEE Mexican International Conference on Computer Science,ENC2025,2025-11-10T08:00:00Z,"Orizaba, Veracruz",México,https://enc2025.ieeeicev.org/
Coloquio de Estudiantes en Ciencias Computacionales e Ingeniería 2025,CECCI2025,2025-11-10T06:00:00Z,Orizaba,México,https://computo.fismat.umich.mx/smcc/index.php/enc/cfp-coloquio-2025
First Colloquium on Engineering and Technology — UAZ 2025,CETUAZ2025,2025-11-12T06:00:00Z,Zacatecas,México,https://ait.uaz.edu.mx/coloquio2025/
International Conference on Fintech and Development,ICFD2025,2025-11-13T00:00:00Z,Hybrid: Online and Bolton,United Kingdom,https://tfol-conference-2025.my.canva.site/international-conference-on-fintech-and-development-icfd-2025
3rd International Conference of Environmental Sciences,ICESconf2025,2025-11-10T23:00:00Z,Ilorin,Nigeria,https://sites.google.com/unilorin.edu.ng/ices2025/home
"6th International Conference of Renewable Energy, Environment and Sustainability (RES-2025)",RES2025,2025-11-10T23:00:00Z,Bangkok,Thailand,https://www.conf-event.com/RES.html
International Conference on Information Technologies and Information Society 2025,ITIS2025,2025-11-11T23:00:00Z,Novo Mesto,Slovenia,https://itis.fis.unm.si/
Finnish AI Day 2025,FINAIDAY2025,2025-11-12T22:00:00Z,Espoo,Finland,https://fcai.fi/ai-day-2025
6th IEEE Women in Technology Conference 2025,WINTECHCON2025,2025-11-11T18:30:00Z,BENGALURU,INDIA,https://wintechcon.com/
25th International Postgraduate Research Conference (IPRC) 2025 ,IPRC2025,2025-03-31T18:30:00Z,Colombo,Sri Lanka,https://conf.kln.ac.lk/iprc/index.php
TECHNOLOGY INNOVATIONS AND DIGITALIZATION ACCOMPANYING CREATIVITY RESEARCH CONFERENCE 2025,TIDAC2025,2025-11-12T18:30:00Z,Homagama,Sri Lanka,https://tidac.nsbm.ac.lk/
1st International Symposium on Healthcare and Management (ISHM) - 2025,ISHM2025,2025-09-30T18:30:00Z,Colombo,Sri LankaColombo,https://ishm.kln.ac.lk
Asian Conference on Pattern Recognition,ACPR2025,2025-01-25T16:00:00Z,Gold Coast,Australia,http://acpr2025.com/
7th INTERNATIONAL CONFERENCE ON ICT IN EDUCATION 2025 (ICTE’25) YOGYAKARTA EDITION,ICTEMETA2025,2025-11-11T16:00:00Z,Yogyakarta,Indonesia,https://ictemeta.upsi.edu.my/
VIII Ibero-American Congress of Smart Cities,ICSCCITIES2025,2025-11-10T08:00:00Z,Puebla,Mexico,https://icsc-cities.com/
XX Workshop on Computer Vision,WVC2025,2025-11-10T08:00:00Z,São Carlos,Brazil,http://www.wvc.ufscar.br/
Mathematical Modeling and Simulation of Systems 2025,MODS2025,2025-11-10T08:00:00Z,Chernihiv,Ukraine,https://mods.stu.cn.ua/
2025 IEEE Symposium on Product Compliance Engineering,SPCE2025,2025-11-11T08:00:00Z,Portland,United States,https://2025.ieee-spce.org/
